sample_index,cdl,landsat,openstreetmap_raster,sentinel1,sentinel2_l2a,srtm,worldcereal,worldcover,wri_canopy_height_map
693,0,1,1,1,1,1,1,1,1
694,0,1,1,1,1,1,1,1,1
695,0,1,1,1,1,1,1,1,1
696,0,1,1,1,1,1,1,1,0
697,0,1,1,1,1,1,1,1,0
698,0,1,1,1,1,1,1,1,0
699,0,1,1,1,1,1,1,1,0
700,0,1,1,1,1,1,1,1,0
701,0,1,1,1,1,1,1,1,0
702,0,1,1,1,1,1,1,1,0
703,0,1,1,1,1,1,1,1,0
704,0,1,1,1,1,1,1,1,1
705,0,1,1,1,1,1,1,1,1
706,0,1,1,1,1,1,1,1,1
707,0,1,1,1,1,1,1,1,1
708,0,1,1,1,1,1,1,1,1
709,0,1,1,1,1,1,1,1,1
710,0,1,1,1,1,1,1,1,1
711,0,1,1,1,1,1,1,1,1
712,0,1,1,1,1,1,1,1,0
713,0,1,1,1,1,1,1,1,0
714,0,1,1,1,1,1,1,1,0
715,0,1,1,1,1,1,1,1,0
716,1,1,1,1,1,1,1,1,1
717,1,1,1,1,1,1,1,1,1
718,1,1,1,1,1,1,1,1,1
719,1,1,1,1,1,1,1,1,1
720,0,1,1,1,1,1,1,1,1
721,0,1,1,1,1,1,1,1,1
722,0,1,1,1,1,1,1,1,1
723,0,1,1,1,1,1,1,1,1
724,0,1,1,1,1,1,1,1,1
725,0,1,1,1,1,1,1,1,1
726,0,1,1,1,1,1,1,1,1
727,0,1,1,1,1,1,1,1,1
728,1,1,1,1,1,1,1,1,0
729,1,1,1,1,1,1,1,1,0
730,1,1,1,1,1,1,1,1,0
731,1,1,1,1,1,1,1,1,0
732,0,1,1,1,1,1,1,1,0
733,0,1,1,1,1,1,1,1,0
734,0,1,1,1,1,1,1,1,0
735,0,1,1,1,1,1,1,1,0
736,0,1,1,0,1,1,1,1,0
737,0,1,1,0,1,1,1,1,0
738,0,1,1,0,1,1,1,1,0
739,0,1,1,0,1,1,1,1,0
740,0,1,1,1,1,1,1,1,0
741,0,1,1,1,1,1,1,1,0
742,0,1,1,1,1,1,1,1,0
743,0,1,1,1,1,1,1,1,0
744,0,1,1,1,1,1,1,1,1
745,0,1,1,1,1,1,1,1,1
746,0,1,1,1,1,1,1,1,1
747,0,1,1,1,1,1,1,1,1
748,0,1,1,1,1,1,1,1,1
749,0,1,1,1,1,1,1,1,1
750,0,1,1,1,1,1,1,1,1
751,0,1,1,1,1,1,1,1,1
752,1,1,1,0,1,1,1,1,1
753,1,1,1,0,1,1,1,1,1
754,1,1,1,0,1,1,1,1,1
755,1,1,1,0,1,1,1,1,1
756,0,1,1,1,1,1,1,1,0
757,0,1,1,1,1,1,1,1,0
758,0,1,1,1,1,1,1,1,0
759,0,1,1,1,1,1,1,1,0
760,0,1,1,1,1,1,1,1,0
761,0,1,1,1,1,1,1,1,0
762,0,1,1,1,1,1,1,1,0
763,0,1,1,1,1,1,1,1,0
764,0,1,1,1,1,1,1,1,1
765,0,1,1,1,1,1,1,1,1
766,0,1,1,1,1,1,1,1,1
767,0,1,1,1,1,1,1,1,1
768,0,1,1,1,1,1,1,1,0
769,0,1,1,1,1,1,1,1,0
770,0,1,1,1,1,1,1,1,0
771,0,1,1,1,1,1,1,1,0
772,0,1,1,1,1,1,1,1,1
773,0,1,1,1,1,1,1,1,1
774,0,1,1,1,1,1,1,1,1
775,0,1,1,1,1,1,1,1,1
776,0,1,1,1,1,1,1,1,1
777,0,1,1,1,1,1,1,1,1
778,0,1,1,1,1,1,1,1,1
779,0,1,1,1,1,1,1,1,1
780,1,1,1,1,1,1,1,1,1
781,1,1,1,1,1,1,1,1,1
782,1,1,1,1,1,1,1,1,1
783,1,1,1,1,1,1,1,1,1
784,0,1,1,1,1,1,1,1,1
785,0,1,1,1,1,1,1,1,1
786,0,1,1,1,1,1,1,1,1
787,0,1,1,1,1,1,1,1,1
788,0,1,1,1,1,1,1,1,1
789,0,1,1,1,1,1,1,1,1
790,0,1,1,1,1,1,1,1,1
791,0,1,1,1,1,1,1,1,1
792,0,1,1,1,1,1,1,1,1
793,0,1,1,1,1,1,1,1,1
794,0,1,1,1,1,1,1,1,1
795,0,1,1,1,1,1,1,1,1
796,0,1,1,1,1,1,1,1,0
797,0,1,1,1,1,1,1,1,0
798,0,1,1,1,1,1,1,1,0
799,0,1,1,1,1,1,1,1,0
800,0,1,1,1,1,1,1,1,1
801,0,1,1,1,1,1,1,1,1
802,0,1,1,1,1,1,1,1,1
803,0,1,1,1,1,1,1,1,1
804,0,1,1,1,1,1,1,1,1
805,0,1,1,1,1,1,1,1,1
806,0,1,1,1,1,1,1,1,1
807,0,1,1,1,1,1,1,1,1
808,0,1,1,1,1,1,1,1,0
809,0,1,1,1,1,1,1,1,0
810,0,1,1,1,1,1,1,1,0
811,0,1,1,1,1,1,1,1,0
812,0,1,1,0,1,1,1,1,0
813,0,1,1,0,1,1,1,1,0
814,0,1,1,0,1,1,1,1,0
815,0,1,1,0,1,1,1,1,0
816,0,1,1,1,1,0,1,1,0
817,0,1,1,1,1,0,1,1,0
818,0,1,1,1,1,0,1,1,0
819,0,1,1,1,1,0,1,1,0
820,0,1,1,1,1,1,1,1,1
821,0,1,1,1,1,1,1,1,1
822,0,1,1,1,1,1,1,1,1
823,0,1,1,1,1,1,1,1,1
824,0,1,1,1,1,1,1,1,1
825,0,1,1,1,1,1,1,1,1
826,0,1,1,1,1,1,1,1,1
827,0,1,1,1,1,1,1,1,1
828,0,1,1,1,1,1,1,1,1
829,0,1,1,1,1,1,1,1,1
830,0,1,1,1,1,1,1,1,1
831,0,1,1,1,1,1,1,1,1
832,0,1,1,1,1,1,1,1,0
833,0,1,1,1,1,1,1,1,0
834,0,1,1,1,1,1,1,1,0
835,0,1,1,1,1,1,1,1,0
836,0,1,1,1,1,1,1,1,1
837,0,1,1,1,1,1,1,1,1
838,0,1,1,1,1,1,1,1,1
839,0,1,1,1,1,1,1,1,1
840,0,1,1,1,1,1,1,1,1
841,0,1,1,1,1,1,1,1,1
842,0,1,1,1,1,1,1,1,1
843,0,1,1,1,1,1,1,1,1
844,0,1,1,1,1,1,1,1,1
845,0,1,1,1,1,1,1,1,1
846,0,1,1,1,1,1,1,1,1
847,0,1,1,1,1,1,1,1,1
848,0,1,1,1,1,1,1,1,1
849,0,1,1,1,1,1,1,1,1
850,0,1,1,1,1,1,1,1,1
851,0,1,1,1,1,1,1,1,1
852,1,1,1,1,1,1,1,1,1
853,1,1,1,1,1,1,1,1,1
854,1,1,1,1,1,1,1,1,1
855,1,1,1,1,1,1,1,1,1
856,0,1,1,1,1,1,1,1,0
857,0,1,1,1,1,1,1,1,0
858,0,1,1,1,1,1,1,1,0
859,0,1,1,1,1,1,1,1,0
860,0,1,1,1,1,1,1,1,1
861,0,1,1,1,1,1,1,1,1
862,0,1,1,1,1,1,1,1,1
863,0,1,1,1,1,1,1,1,1
864,0,1,1,1,1,1,1,1,1
865,0,1,1,1,1,1,1,1,1
866,0,1,1,1,1,1,1,1,1
867,0,1,1,1,1,1,1,1,1
868,0,0,1,1,1,1,1,1,1
869,0,0,1,1,1,1,1,1,1
870,0,0,1,1,1,1,1,1,1
871,0,0,1,1,1,1,1,1,1
872,0,1,1,1,1,1,1,1,0
873,0,1,1,1,1,1,1,1,0
874,0,1,1,1,1,1,1,1,0
875,0,1,1,1,1,1,1,1,0
876,0,1,1,1,1,1,1,1,1
877,0,1,1,1,1,1,1,1,1
878,0,1,1,1,1,1,1,1,1
879,0,1,1,1,1,1,1,1,1
880,1,1,1,1,1,1,1,1,1
881,1,1,1,1,1,1,1,1,1
882,1,1,1,1,1,1,1,1,1
883,1,1,1,1,1,1,1,1,1
884,0,1,1,1,1,1,1,1,0
885,0,1,1,1,1,1,1,1,0
886,0,1,1,1,1,1,1,1,0
887,0,1,1,1,1,1,1,1,0
888,1,1,1,1,1,1,1,1,1
889,1,1,1,1,1,1,1,1,1
890,1,1,1,1,1,1,1,1,1
891,1,1,1,1,1,1,1,1,1
892,0,1,1,1,1,1,1,1,1
893,0,1,1,1,1,1,1,1,1
894,0,1,1,1,1,1,1,1,1
895,0,1,1,1,1,1,1,1,1
896,0,1,1,1,1,1,1,1,1
897,0,1,1,1,1,1,1,1,1
898,0,1,1,1,1,1,1,1,1
899,0,1,1,1,1,1,1,1,1
900,0,1,1,1,1,1,1,1,0
901,0,1,1,1,1,1,1,1,0
902,0,1,1,1,1,1,1,1,0
903,0,1,1,1,1,1,1,1,0
904,0,1,1,1,1,1,1,1,1
905,0,1,1,1,1,1,1,1,1
906,0,1,1,1,1,1,1,1,1
907,0,1,1,1,1,1,1,1,1
908,0,1,1,1,1,1,1,1,0
909,0,1,1,1,1,1,1,1,0
910,0,1,1,1,1,1,1,1,0
911,0,1,1,1,1,1,1,1,0
912,0,1,1,1,1,1,1,1,1
913,0,1,1,1,1,1,1,1,1
914,0,1,1,1,1,1,1,1,1
915,0,1,1,1,1,1,1,1,1
916,1,1,1,1,1,1,1,1,1
917,1,1,1,1,1,1,1,1,1
918,1,1,1,1,1,1,1,1,1
919,1,1,1,1,1,1,1,1,1
920,0,1,1,1,1,1,1,1,0
921,0,1,1,1,1,1,1,1,0
922,0,1,1,1,1,1,1,1,0
923,0,1,1,1,1,1,1,1,0
924,0,1,1,1,1,1,1,1,1
925,0,1,1,1,1,1,1,1,1
926,0,1,1,1,1,1,1,1,1
927,0,1,1,1,1,1,1,1,1
928,0,1,1,1,1,1,1,1,0
929,0,1,1,1,1,1,1,1,0
930,0,1,1,1,1,1,1,1,0
931,0,1,1,1,1,1,1,1,0
932,0,1,1,1,1,1,1,1,0
933,0,1,1,1,1,1,1,1,0
934,0,1,1,1,1,1,1,1,0
935,0,1,1,1,1,1,1,1,0
936,0,1,1,1,1,1,1,1,1
937,0,1,1,1,1,1,1,1,1
938,0,1,1,1,1,1,1,1,1
939,0,1,1,1,1,1,1,1,1
940,0,1,1,1,1,1,1,1,0
941,0,1,1,1,1,1,1,1,0
942,0,1,1,1,1,1,1,1,0
943,0,1,1,1,1,1,1,1,0
944,0,1,1,1,1,1,1,1,1
945,0,1,1,1,1,1,1,1,1
946,0,1,1,1,1,1,1,1,1
947,0,1,1,1,1,1,1,1,1
948,0,1,1,1,1,1,1,1,1
949,0,1,1,1,1,1,1,1,1
950,0,1,1,1,1,1,1,1,1
951,0,1,1,1,1,1,1,1,1
952,0,1,1,1,1,1,1,1,0
953,0,1,1,1,1,1,1,1,0
954,0,1,1,1,1,1,1,1,0
955,0,1,1,1,1,1,1,1,0
956,0,1,1,1,1,1,1,1,1
957,0,1,1,1,1,1,1,1,1
958,0,1,1,1,1,1,1,1,1
959,0,1,1,1,1,1,1,1,1
960,0,1,1,1,1,1,1,1,1
961,0,1,1,1,1,1,1,1,1
962,0,1,1,1,1,1,1,1,1
963,0,1,1,1,1,1,1,1,1
964,0,1,1,1,1,1,1,1,0
965,0,1,1,1,1,1,1,1,0
966,0,1,1,1,1,1,1,1,0
967,0,1,1,1,1,1,1,1,0
968,0,1,1,1,1,1,1,1,0
969,0,1,1,1,1,1,1,1,0
970,0,1,1,1,1,1,1,1,0
971,0,1,1,1,1,1,1,1,0
972,0,1,1,1,1,1,1,1,1
973,0,1,1,1,1,1,1,1,1
974,0,1,1,1,1,1,1,1,1
975,0,1,1,1,1,1,1,1,1
976,1,1,1,1,1,1,1,1,0
977,1,1,1,1,1,1,1,1,0
978,1,1,1,1,1,1,1,1,0
979,1,1,1,1,1,1,1,1,0
980,0,1,1,1,1,1,1,1,0
981,0,1,1,1,1,1,1,1,0
982,0,1,1,1,1,1,1,1,0
983,0,1,1,1,1,1,1,1,0
984,0,1,1,1,1,1,1,1,1
985,0,1,1,1,1,1,1,1,1
986,0,1,1,1,1,1,1,1,1
987,0,1,1,1,1,1,1,1,1
988,0,1,1,1,1,1,1,1,0
989,0,1,1,1,1,1,1,1,0
990,0,1,1,1,1,1,1,1,0
991,0,1,1,1,1,1,1,1,0
992,0,1,1,1,1,1,1,1,1
993,0,1,1,1,1,1,1,1,1
994,0,1,1,1,1,1,1,1,1
995,0,1,1,1,1,1,1,1,1
996,1,1,1,1,1,1,1,1,1
997,1,1,1,1,1,1,1,1,1
998,1,1,1,1,1,1,1,1,1
999,1,1,1,1,1,1,1,1,1
1000,0,1,1,1,1,1,1,1,1
1001,0,1,1,1,1,1,1,1,1
1002,0,1,1,1,1,1,1,1,1
1003,0,1,1,1,1,1,1,1,1
1004,0,1,1,1,1,1,1,1,0
1005,0,1,1,1,1,1,1,1,0
1006,0,1,1,1,1,1,1,1,0
1007,0,1,1,1,1,1,1,1,0
1008,0,1,1,1,1,1,1,1,1
1009,0,1,1,1,1,1,1,1,1
1010,0,1,1,1,1,1,1,1,1
1011,0,1,1,1,1,1,1,1,1
1012,0,1,1,1,1,1,1,1,0
1013,0,1,1,1,1,1,1,1,0
1014,0,1,1,1,1,1,1,1,0
1015,0,1,1,1,1,1,1,1,0
1016,0,1,1,1,1,1,0,1,0
1017,0,1,1,1,1,1,0,1,0
1018,0,1,1,1,1,1,0,1,0
1019,0,1,1,1,1,1,0,1,0
1020,0,1,1,1,1,1,1,1,1
1021,0,1,1,1,1,1,1,1,1
1022,0,1,1,1,1,1,1,1,1
1023,0,1,1,1,1,1,1,1,1
1024,0,1,1,1,1,0,1,1,1
1025,0,1,1,1,1,0,1,1,1
1026,0,1,1,1,1,0,1,1,1
1027,0,1,1,1,1,0,1,1,1
1028,0,1,1,1,1,1,1,1,1
1029,0,1,1,1,1,1,1,1,1
1030,0,1,1,1,1,1,1,1,1
1031,0,1,1,1,1,1,1,1,1
1032,0,1,1,1,1,1,1,1,1
1033,0,1,1,1,1,1,1,1,1
1034,0,1,1,1,1,1,1,1,1
1035,0,1,1,1,1,1,1,1,1
1036,0,1,1,1,1,1,1,1,1
1037,0,1,1,1,1,1,1,1,1
1038,0,1,1,1,1,1,1,1,1
1039,0,1,1,1,1,1,1,1,1
1040,0,1,1,1,1,1,1,1,1
1041,0,1,1,1,1,1,1,1,1
1042,0,1,1,1,1,1,1,1,1
1043,0,1,1,1,1,1,1,1,1
1044,1,1,1,1,1,1,1,1,1
1045,1,1,1,1,1,1,1,1,1
1046,1,1,1,1,1,1,1,1,1
1047,1,1,1,1,1,1,1,1,1
1048,0,1,1,1,1,1,1,1,1
1049,0,1,1,1,1,1,1,1,1
1050,0,1,1,1,1,1,1,1,1
1051,0,1,1,1,1,1,1,1,1
1052,0,1,1,1,1,1,1,1,0
1053,0,1,1,1,1,1,1,1,0
1054,0,1,1,1,1,1,1,1,0
1055,0,1,1,1,1,1,1,1,0
1056,0,1,1,1,1,1,1,1,0
1057,0,1,1,1,1,1,1,1,0
1058,0,1,1,1,1,1,1,1,0
1059,0,1,1,1,1,1,1,1,0
1060,0,1,1,1,1,0,0,1,1
1061,0,1,1,1,1,0,0,1,1
1062,0,1,1,1,1,0,0,1,1
1063,0,1,1,1,1,0,0,1,1
1064,0,1,1,0,1,1,1,1,1
1065,0,1,1,0,1,1,1,1,1
1066,0,1,1,0,1,1,1,1,1
1067,0,1,1,0,1,1,1,1,1
1068,0,1,1,1,1,1,1,1,1
1069,0,1,1,1,1,1,1,1,1
1070,0,1,1,1,1,1,1,1,1
1071,0,1,1,1,1,1,1,1,1
1072,0,1,1,1,1,1,1,1,0
1073,0,1,1,1,1,1,1,1,0
1074,0,1,1,1,1,1,1,1,0
1075,0,1,1,1,1,1,1,1,0
1076,0,1,1,1,1,1,1,1,0
1077,0,1,1,1,1,1,1,1,0
1078,0,1,1,1,1,1,1,1,0
1079,0,1,1,1,1,1,1,1,0
1080,0,1,1,1,1,1,1,1,1
1081,0,1,1,1,1,1,1,1,1
1082,0,1,1,1,1,1,1,1,1
1083,0,1,1,1,1,1,1,1,1
1084,0,1,1,1,1,0,1,1,0
1085,0,1,1,1,1,0,1,1,0
1086,0,1,1,1,1,0,1,1,0
1087,0,1,1,1,1,0,1,1,0
1088,0,1,1,1,1,1,1,1,1
1089,0,1,1,1,1,1,1,1,1
1090,0,1,1,1,1,1,1,1,1
1091,0,1,1,1,1,1,1,1,1
1092,0,1,1,1,1,1,1,1,1
1093,0,1,1,1,1,1,1,1,1
1094,0,1,1,1,1,1,1,1,1
1095,0,1,1,1,1,1,1,1,1
1096,1,1,1,1,1,1,1,1,1
1097,1,1,1,1,1,1,1,1,1
1098,1,1,1,1,1,1,1,1,1
1099,1,1,1,1,1,1,1,1,1
1100,0,1,1,1,1,1,1,1,0
1101,0,1,1,1,1,1,1,1,0
1102,0,1,1,1,1,1,1,1,0
1103,0,1,1,1,1,1,1,1,0
1104,0,1,1,1,1,1,1,1,1
1105,0,1,1,1,1,1,1,1,1
1106,0,1,1,1,1,1,1,1,1
1107,0,1,1,1,1,1,1,1,1
1108,1,1,1,1,1,1,1,1,1
1109,1,1,1,1,1,1,1,1,1
1110,1,1,1,1,1,1,1,1,1
1111,1,1,1,1,1,1,1,1,1
1112,0,1,1,1,1,1,1,1,1
1113,0,1,1,1,1,1,1,1,1
1114,0,1,1,1,1,1,1,1,1
1115,0,1,1,1,1,1,1,1,1
1116,0,1,1,1,1,1,1,1,0
1117,0,1,1,1,1,1,1,1,0
1118,0,1,1,1,1,1,1,1,0
1119,0,1,1,1,1,1,1,1,0
1120,1,1,1,1,1,1,1,1,1
1121,1,1,1,1,1,1,1,1,1
1122,1,1,1,1,1,1,1,1,1
1123,1,1,1,1,1,1,1,1,1
1124,0,1,1,1,1,1,1,1,0
1125,0,1,1,1,1,1,1,1,0
1126,0,1,1,1,1,1,1,1,0
1127,0,1,1,1,1,1,1,1,0
1128,0,1,1,1,1,1,1,1,1
1129,0,1,1,1,1,1,1,1,1
1130,0,1,1,1,1,1,1,1,1
1131,0,1,1,1,1,1,1,1,1
1132,0,1,1,1,1,1,1,1,1
1133,0,1,1,1,1,1,1,1,1
1134,0,1,1,1,1,1,1,1,1
1135,0,1,1,1,1,1,1,1,1
1136,0,1,1,1,1,1,1,1,1
1137,0,1,1,1,1,1,1,1,1
1138,0,1,1,1,1,1,1,1,1
1139,0,1,1,1,1,1,1,1,1
1140,0,1,1,1,1,1,1,1,0
1141,0,1,1,1,1,1,1,1,0
1142,0,1,1,1,1,1,1,1,0
1143,0,1,1,1,1,1,1,1,0
1144,0,1,1,1,1,1,1,1,1
1145,0,1,1,1,1,1,1,1,1
1146,0,1,1,1,1,1,1,1,1
1147,0,1,1,1,1,1,1,1,1
1148,0,1,1,1,1,1,1,1,1
1149,0,1,1,1,1,1,1,1,1
1150,0,1,1,1,1,1,1,1,1
1151,0,1,1,1,1,1,1,1,1
1152,0,1,1,1,1,1,1,1,0
1153,0,1,1,1,1,1,1,1,0
1154,0,1,1,1,1,1,1,1,0
1155,0,1,1,1,1,1,1,1,0
1156,0,1,1,1,1,1,1,1,1
1157,0,1,1,1,1,1,1,1,1
1158,0,1,1,1,1,1,1,1,1
1159,0,1,1,1,1,1,1,1,1
1160,0,1,1,1,1,1,1,1,1
1161,0,1,1,1,1,1,1,1,1
1162,0,1,1,1,1,1,1,1,1
1163,0,1,1,1,1,1,1,1,1
1164,0,1,1,1,1,1,1,1,1
1165,0,1,1,1,1,1,1,1,1
1166,0,1,1,1,1,1,1,1,1
1167,0,1,1,1,1,1,1,1,1
1168,0,1,1,1,1,1,1,1,1
1169,0,1,1,1,1,1,1,1,1
1170,0,1,1,1,1,1,1,1,1
1171,0,1,1,1,1,1,1,1,1
1172,0,1,1,1,1,1,1,1,0
1173,0,1,1,1,1,1,1,1,0
1174,0,1,1,1,1,1,1,1,0
1175,0,1,1,1,1,1,1,1,0
1176,0,1,1,1,1,1,1,1,0
1177,0,1,1,1,1,1,1,1,0
1178,0,1,1,1,1,1,1,1,0
1179,0,1,1,1,1,1,1,1,0
1180,0,1,1,0,1,1,1,1,0
1181,0,1,1,0,1,1,1,1,0
1182,0,1,1,0,1,1,1,1,0
1183,0,1,1,0,1,1,1,1,0
1184,1,1,1,1,1,1,1,1,0
1185,1,1,1,1,1,1,1,1,0
1186,1,1,1,1,1,1,1,1,0
1187,1,1,1,1,1,1,1,1,0
1188,0,1,1,1,1,1,1,1,1
1189,0,1,1,1,1,1,1,1,1
1190,0,1,1,1,1,1,1,1,1
1191,0,1,1,1,1,1,1,1,1
1192,0,1,1,0,1,1,1,1,0
1193,0,1,1,0,1,1,1,1,0
1194,0,1,1,0,1,1,1,1,0
1195,0,1,1,0,1,1,1,1,0
1196,1,1,1,1,1,1,1,1,1
1197,1,1,1,1,1,1,1,1,1
1198,1,1,1,1,1,1,1,1,1
1199,1,1,1,1,1,1,1,1,1
1200,1,1,1,1,1,1,1,1,0
1201,1,1,1,1,1,1,1,1,0
1202,1,1,1,1,1,1,1,1,0
1203,1,1,1,1,1,1,1,1,0
1204,0,1,1,1,1,1,1,1,1
1205,0,1,1,1,1,1,1,1,1
1206,0,1,1,1,1,1,1,1,1
1207,0,1,1,1,1,1,1,1,1
1208,0,1,1,1,1,1,1,1,1
1209,0,1,1,1,1,1,1,1,1
1210,0,1,1,1,1,1,1,1,1
1211,0,1,1,1,1,1,1,1,1
1212,0,1,1,1,1,1,1,1,0
1213,0,1,1,1,1,1,1,1,0
1214,0,1,1,1,1,1,1,1,0
1215,0,1,1,1,1,1,1,1,0
1216,0,1,1,1,1,1,1,1,1
1217,0,1,1,1,1,1,1,1,1
1218,0,1,1,1,1,1,1,1,1
1219,0,1,1,1,1,1,1,1,1
1220,0,1,1,1,1,1,1,1,1
1221,0,1,1,1,1,1,1,1,1
1222,0,1,1,1,1,1,1,1,1
1223,0,1,1,1,1,1,1,1,1
1224,0,1,1,1,1,1,1,1,0
1225,0,1,1,1,1,1,1,1,0
1226,0,1,1,1,1,1,1,1,0
1227,0,1,1,1,1,1,1,1,0
1228,0,1,1,0,1,1,1,1,0
1229,0,1,1,0,1,1,1,1,0
1230,0,1,1,0,1,1,1,1,0
1231,0,1,1,0,1,1,1,1,0
1232,0,1,1,1,1,1,1,1,0
1233,0,1,1,1,1,1,1,1,0
1234,0,1,1,1,1,1,1,1,0
1235,0,1,1,1,1,1,1,1,0
1236,0,1,1,1,1,1,1,1,1
1237,0,1,1,1,1,1,1,1,1
1238,0,1,1,1,1,1,1,1,1
1239,0,1,1,1,1,1,1,1,1
1240,0,1,1,1,1,1,1,1,1
1241,0,1,1,1,1,1,1,1,1
1242,0,1,1,1,1,1,1,1,1
1243,0,1,1,1,1,1,1,1,1
1244,1,1,1,1,1,1,1,1,1
1245,1,1,1,1,1,1,1,1,1
1246,1,1,1,1,1,1,1,1,1
1247,1,1,1,1,1,1,1,1,1
1248,0,1,1,1,1,1,1,1,1
1249,0,1,1,1,1,1,1,1,1
1250,0,1,1,1,1,1,1,1,1
1251,0,1,1,1,1,1,1,1,1
1252,0,1,1,1,1,1,1,1,1
1253,0,1,1,1,1,1,1,1,1
1254,0,1,1,1,1,1,1,1,1
1255,0,1,1,1,1,1,1,1,1
1256,0,1,1,1,1,1,1,1,0
1257,0,1,1,1,1,1,1,1,0
1258,0,1,1,1,1,1,1,1,0
1259,0,1,1,1,1,1,1,1,0
1260,0,1,1,1,1,1,1,1,1
1261,0,1,1,1,1,1,1,1,1
1262,0,1,1,1,1,1,1,1,1
1263,0,1,1,1,1,1,1,1,1
1264,0,1,0,1,1,1,1,1,0
1265,0,1,0,1,1,1,1,1,0
1266,0,1,0,1,1,1,1,1,0
1267,0,1,0,1,1,1,1,1,0
1268,0,1,1,1,1,1,1,1,1
1269,0,1,1,1,1,1,1,1,1
1270,0,1,1,1,1,1,1,1,1
1271,0,1,1,1,1,1,1,1,1
1272,1,1,1,1,1,1,1,1,1
1273,1,1,1,1,1,1,1,1,1
1274,1,1,1,1,1,1,1,1,1
1275,1,1,1,1,1,1,1,1,1
1276,0,1,1,1,1,1,1,1,0
1277,0,1,1,1,1,1,1,1,0
1278,0,1,1,1,1,1,1,1,0
1279,0,1,1,1,1,1,1,1,0
1280,0,1,1,1,1,1,1,1,0
1281,0,1,1,1,1,1,1,1,0
1282,0,1,1,1,1,1,1,1,0
1283,0,1,1,1,1,1,1,1,0
1284,0,1,1,1,1,0,1,1,1
1285,0,1,1,1,1,0,1,1,1
1286,0,1,1,1,1,0,1,1,1
1287,0,1,1,1,1,0,1,1,1
1288,0,1,1,0,1,1,1,1,0
1289,0,1,1,0,1,1,1,1,0
1290,0,1,1,0,1,1,1,1,0
1291,0,1,1,0,1,1,1,1,0
1292,0,1,1,1,1,1,1,1,1
1293,0,1,1,1,1,1,1,1,1
1294,0,1,1,1,1,1,1,1,1
1295,0,1,1,1,1,1,1,1,1
1296,0,1,1,1,1,1,1,1,1
1297,0,1,1,1,1,1,1,1,1
1298,0,1,1,1,1,1,1,1,1
1299,0,1,1,1,1,1,1,1,1
1300,0,1,1,1,1,1,1,1,0
1301,0,1,1,1,1,1,1,1,0
1302,0,1,1,1,1,1,1,1,0
1303,0,1,1,1,1,1,1,1,0
1304,0,1,1,1,1,1,1,1,0
1305,0,1,1,1,1,1,1,1,0
1306,0,1,1,1,1,1,1,1,0
1307,0,1,1,1,1,1,1,1,0
1308,0,1,0,1,1,1,1,1,0
1309,0,1,0,1,1,1,1,1,0
1310,0,1,0,1,1,1,1,1,0
1311,0,1,0,1,1,1,1,1,0
1312,0,1,1,1,1,1,1,1,1
1313,0,1,1,1,1,1,1,1,1
1314,0,1,1,1,1,1,1,1,1
1315,0,1,1,1,1,1,1,1,1
1316,1,1,1,1,1,1,1,1,0
1317,1,1,1,1,1,1,1,1,0
1318,1,1,1,1,1,1,1,1,0
1319,1,1,1,1,1,1,1,1,0
1320,0,1,1,1,1,1,1,1,0
1321,0,1,1,1,1,1,1,1,0
1322,0,1,1,1,1,1,1,1,0
1323,0,1,1,1,1,1,1,1,0
1324,0,1,1,1,1,1,1,1,1
1325,0,1,1,1,1,1,1,1,1
1326,0,1,1,1,1,1,1,1,1
1327,0,1,1,1,1,1,1,1,1
1328,0,1,1,0,1,1,1,1,1
1329,0,1,1,0,1,1,1,1,1
1330,0,1,1,0,1,1,1,1,1
1331,0,1,1,0,1,1,1,1,1
1332,0,1,1,1,1,1,0,1,0
1333,0,1,1,1,1,1,0,1,0
1334,0,1,1,1,1,1,0,1,0
1335,0,1,1,1,1,1,0,1,0
1336,0,1,1,1,1,1,1,1,1
1337,0,1,1,1,1,1,1,1,1
1338,0,1,1,1,1,1,1,1,1
1339,0,1,1,1,1,1,1,1,1
1340,0,1,1,1,1,1,1,1,1
1341,0,1,1,1,1,1,1,1,1
1342,0,1,1,1,1,1,1,1,1
1343,0,1,1,1,1,1,1,1,1
1344,0,1,1,1,1,1,1,1,0
1345,0,1,1,1,1,1,1,1,0
1346,0,1,1,1,1,1,1,1,0
1347,0,1,1,1,1,1,1,1,0
1348,0,1,1,1,1,1,1,1,0
1349,0,1,1,1,1,1,1,1,0
1350,0,1,1,1,1,1,1,1,0
1351,0,1,1,1,1,1,1,1,0
1352,0,1,1,1,1,1,1,1,0
1353,0,1,1,1,1,1,1,1,0
1354,0,1,1,1,1,1,1,1,0
1355,0,1,1,1,1,1,1,1,0
1356,0,1,1,1,1,1,1,1,0
1357,0,1,1,1,1,1,1,1,0
1358,0,1,1,1,1,1,1,1,0
1359,0,1,1,1,1,1,1,1,0
1360,0,1,1,1,1,1,1,1,1
1361,0,1,1,1,1,1,1,1,1
1362,0,1,1,1,1,1,1,1,1
1363,0,1,1,1,1,1,1,1,1
1364,0,1,1,1,1,1,1,1,1
1365,0,1,1,1,1,1,1,1,1
1366,0,1,1,1,1,1,1,1,1
1367,0,1,1,1,1,1,1,1,1
1368,0,1,1,1,1,0,1,1,0
1369,0,1,1,1,1,0,1,1,0
1370,0,1,1,1,1,0,1,1,0
